,wy,P,adjP,spring_rain,winter_P,snow_frac,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,557.1278812020483,557.1278812020483,148.99120016764752,408.13668103440074,0.0,0.0,0.0,387.80538905411925,510.130512242328,200.5334220278505,0.0,0.0
1,2002,672.2778773003948,672.2778773003948,58.32040865051593,613.9520651126543,0.0,0.0,0.0,348.322675207809,569.3783412285723,249.60463294441197,510.130512242328,115.11445991220263
2,2003,811.1956927259689,811.1956927259689,218.66675772621664,584.7499375057357,0.0,0.0,0.0,373.8296265792219,554.637778304152,373.34825814775144,569.3783412285723,88.10754877890321
3,2004,518.5193917045299,488.9193917045299,22.336684882967628,496.1494925511185,0.05708561815344236,29.6,0.0,328.95384427667193,679.9289890230923,540.8659293206392,554.637778304152,275.80587949360665
4,2005,960.103000150192,937.5530001501919,181.48120751138154,770.8914774541668,0.023487063363485418,22.550000000000008,0.0,382.3706804951829,549.7120348415817,425.17325072408016,616.207808216007,105.29356884682215
5,2006,862.314305699447,819.2365279216692,215.65926119845724,645.5538623462389,0.049956005012390683,43.07777777777777,0.0,395.53985917283086,501.76952338131383,377.65286039507794,526.1387974677064,0.0
6,2007,417.30310226653035,385.49476893319707,60.471685872696646,332.0567982709124,0.0762235726515578,31.80833333333333,0.0,339.84274841760083,811.8444338159569,707.2216053119001,478.3944947935313,338.47365328808297
7,2008,550.6222758842995,520.2917203287438,23.8642718216878,525.8809772348183,0.05508414185903518,30.33055555555556,0.0,346.7963486616335,992.2108577845787,877.568269209637,781.428604449674,536.7978976748593
8,2009,523.6549011596953,469.65490115969527,84.1053299719203,439.1058944247801,0.10312134934746273,54.00000000000001,0.0,343.90798342611686,1160.9469927384553,1020.1378049749594,992.2108577845787,751.926556112133
9,2010,815.008185140008,772.6276295844524,167.70907975002734,645.7669004254963,0.052000159419595425,42.38055555555556,0.0,340.9927095248988,1075.7027121206768,615.9057181984999,1114.5085768536435,663.5287241673676
10,2011,1071.6737064022252,983.148706402225,98.03747081865741,968.7905376928322,0.08260443404662055,88.525,0.0,309.84537583568476,710.2177578137796,633.0297229773836,1071.1239693859677,351.1667973920849
11,2012,520.2028375963033,505.9692876893994,129.80565525413604,389.3511089529115,0.02747325780209897,14.291666666666664,0.0,353.50022115457983,964.0060497902418,804.3851994818351,696.3798858589996,506.6664290438207
12,2013,385.0874979566441,354.7374979566441,36.23437491225083,343.151858577546,0.07881325714556701,30.35,0.0,343.4596720811413,1302.969653837681,1201.964615251515,964.0060497902418,850.0144237655214
13,2014,325.6580878242193,320.9330878242193,78.47156200467828,244.38401290880373,0.014509082306441644,4.725,0.0,323.914671954041,1655.9109715225059,1539.6339204491069,1281.3077235059043,1240.289847898302
14,2015,341.0706864632875,340.0623531299541,81.72450446145858,257.72238733982215,0.002956376415074502,1.0083333333333333,0.0,326.9662106306721,1979.9938029422356,1792.9069544827996,1655.9109715225059,1629.739763743379
15,2016,707.3052709390648,694.9802709390649,60.50222763357709,646.6829146214388,0.01742529075689839,12.325,0.0,328.2790950456291,1984.1317051209676,1769.762161293903,1971.5749768837068,1590.1145469366593
16,2017,1222.6463342446643,1132.0324453557755,75.63742986090561,1135.4962124352437,0.0741129191254387,90.6138888888889,0.0,333.5675070540685,1479.6728542377316,1400.042468529708,1984.1317051209676,1053.7955260359188
17,2018,471.6318416764177,455.14295278752877,70.14835710705243,400.7390651798608,0.034961356362791476,16.488888888888887,0.0,324.5089778591218,1644.8956282039023,1532.7056493162838,1479.6728542377316,1257.5172464974855
18,2019,980.9441784303542,840.2302895414654,142.84956219153185,835.0990051440917,0.1434473968886288,140.7138888888889,0.0,341.7559948143065,1411.0386234700943,1274.7624279723261,1643.1449187496971,1074.0179252805067
19,2020,511.4410590065647,399.8502673252414,170.67175848698756,340.755350326566,0.22663630357769787,115.9111111111111,0.0,356.1540323851649,1585.7991678075794,1484.4496510430454,1380.6088289646818,1174.649176436781
20,2021,291.37526857770047,235.77249079992274,5.651878564669078,282.9849571946143,0.19082874826402876,55.602777777777774,0.0,0.0,1838.313247384806,1801.7372218046503,1585.7991678075794,1568.3646826391698
